B01001_001E,B19013_001E,B19001_001E,B25003_003E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B03002_001E,B03002_003E,B03002_004E,B03002_006E,B03002_012E,B11001_001E,B11001_002E,B11001_007E,B15003_001E,B15003_016E,B15003_017E,B15003_018E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B20002_002E,B20002_003E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B17001_001E,B17001_002E,state,county,tract
4150,94335,1654,1330,27,178,70,222,4150,922,2548,209,283,1654,783,871,3417,33,847,113,272,888,521,210,18,54695,61328,3774,3173,441,4150,1828,4150,525,36,047,031701
3812,112113,1635,1189,170,67,73,187,3812,1342,1607,170,482,1635,632,1003,3062,163,320,88,204,1081,595,97,77,74773,58036,3185,2647,134,3812,1617,3797,364,36,047,031702
3356,98201,1259,876,41,0,105,151,3356,1559,1492,103,202,1259,800,459,2348,68,361,80,155,942,129,66,53,55048,75745,2602,1916,174,3356,1669,3356,214,36,047,031900
5140,67292,2345,2171,55,49,116,732,5140,785,2465,133,1501,2345,1255,1090,4423,76,1030,78,409,1075,402,235,0,35753,53864,4792,3158,213,5134,2580,5117,593,36,047,032100
3505,84015,1598,1259,42,52,91,345,3505,659,2016,4,534,1598,785,813,2753,66,233,206,286,795,426,111,25,72321,55464,3088,2144,178,3505,1682,3505,529,36,047,032300
6057,92274,2607,2513,259,361,143,367,6057,1101,4184,52,297,2607,1225,1382,4571,110,737,273,354,1476,600,102,10,54981,51149,5109,3587,317,5982,3156,6057,869,36,047,032500
10085,48238,2975,2333,436,121,152,472,10085,1023,4357,1655,2903,2975,2414,561,5328,589,1118,459,298,732,306,20,0,47383,36724,7048,3799,795,10079,4245,10001,4363,36,047,032600
2701,71980,1393,1117,91,10,75,325,2701,518,1589,74,357,1393,636,757,2148,0,409,21,80,722,264,189,17,47202,67128,2367,1564,55,2701,1271,2701,268,36,047,032700
2751,47587,1131,727,91,0,94,274,2751,361,876,945,542,1131,797,334,2051,78,669,67,282,261,68,23,0,29136,40306,2257,1168,192,2749,1208,2685,739,36,047,032800
5901,102868,2114,1671,98,44,122,552,5901,2398,2727,306,284,2114,1242,872,3932,80,502,223,552,1207,526,19,74,48401,41790,4623,3354,233,5901,2351,5901,1127,36,047,032900
4283,19619,1867,1778,328,57,47,535,4283,798,1775,331,1058,1867,958,909,2785,121,646,44,398,477,76,48,0,30657,30776,3495,1232,60,4283,1960,4283,1774,36,047,033000
4171,50293,1735,1462,63,85,106,423,4171,1732,1949,0,257,1735,930,805,2329,82,562,63,142,490,171,24,35,57831,30592,3218,2100,338,4171,2304,4171,1197,36,047,033100
4779,62253,1365,859,61,58,75,277,4779,3663,671,17,316,1365,920,445,2401,184,341,151,146,404,405,77,45,35059,24469,3277,1994,290,4779,2554,4779,1439,36,047,033300
3522,92935,896,504,21,45,22,207,3522,1694,1219,14,215,896,703,193,1774,119,220,46,171,381,235,30,64,49601,22263,2726,1616,63,3522,1648,3178,714,36,047,033500
4734,82798,1647,865,47,48,50,289,4734,3867,235,195,373,1647,1065,582,3271,50,1140,33,230,646,471,116,12,52355,31483,3653,2144,52,4727,2378,4643,495,36,047,033600
2755,90083,914,712,60,94,27,185,2755,1196,977,17,434,914,596,318,1750,0,342,11,140,382,193,65,0,58201,33467,2235,1347,186,2755,1175,2658,88,36,047,033701
1847,84941,521,358,35,28,32,67,1847,1055,529,42,215,521,334,187,1127,139,171,37,125,204,240,4,14,-666666666,62130,1399,740,87,1827,819,1692,232,36,047,033702
4936,57475,2089,1471,139,159,141,517,4936,899,2530,265,363,2089,1019,1070,3385,94,544,55,287,1008,306,116,107,46000,52996,3874,2529,55,4932,2010,4932,1318,36,047,033900
2045,31413,636,636,40,54,19,164,2045,723,701,132,485,636,462,174,1689,40,673,146,87,157,79,0,17,-666666666,34698,1728,418,72,1554,720,1554,534,36,047,034000
2666,49638,1194,1089,99,14,87,471,2666,623,1418,60,312,1194,556,638,2230,19,574,84,133,441,219,67,15,86552,48206,2418,1302,52,2432,1159,2432,458,36,047,034100
6490,20120,2911,2738,658,166,135,453,6490,1927,2162,133,2063,2911,1658,1253,4552,56,1475,140,486,302,684,0,14,-666666666,39231,5312,1737,538,6407,2718,6407,2417,36,047,034200
4489,50417,1892,1628,175,46,388,285,4489,551,2182,0,1339,1892,979,913,3283,133,397,43,425,935,324,12,0,58900,51532,3726,1837,306,4489,2179,4489,1756,36,047,034300
2669,57937,1072,780,104,135,37,126,2669,832,1425,92,181,1072,584,488,1894,61,408,15,269,441,299,33,15,48281,33234,2220,1693,188,2664,1092,2625,404,36,047,034500
3157,52644,1831,1568,148,88,52,588,3157,279,2421,0,298,1831,620,1211,2367,127,363,41,254,360,238,30,55,46909,36674,2705,1906,190,3157,1254,3157,734,36,047,034700
2852,53485,910,843,125,26,57,367,2852,429,218,484,1343,910,698,212,1752,23,595,8,75,259,149,52,28,37214,36085,1978,1344,127,2852,1494,2852,449,36,047,034800
2339,65868,803,795,16,90,0,243,2339,119,1324,0,719,803,630,173,1523,63,625,27,0,285,211,0,0,37029,34375,1662,1352,224,2302,981,2339,430,36,047,034901
3499,46571,1589,1463,135,184,268,333,3499,383,2714,0,336,1589,705,884,2204,0,582,218,125,266,250,92,40,43125,38854,2609,1987,232,3499,1584,3499,910,36,047,034902
3082,54150,1594,1083,93,174,62,214,3082,3079,0,0,3,1594,931,663,2715,17,703,86,423,634,525,52,15,40679,45556,2831,1363,103,3082,1655,3082,469,36,047,035000
1805,52987,756,744,143,126,25,221,1805,83,1178,43,430,756,452,304,1096,118,179,40,46,100,74,76,0,37656,47794,1316,819,79,1805,761,1805,506,36,047,035101
3253,49688,1074,952,7,116,83,234,3253,506,2038,34,556,1074,769,305,2071,70,507,122,61,434,139,9,0,39408,29082,2473,1367,95,3253,1484,3253,943,36,047,035102
1431,12170,712,706,166,133,15,121,1431,901,350,61,79,712,107,605,1305,27,370,31,64,297,114,5,14,108343,36089,1363,217,18,1104,364,1104,638,36,047,035200
3002,49222,1208,1208,35,4,124,435,3002,176,2315,70,335,1208,623,585,2035,248,252,131,283,437,91,8,0,49551,41076,2493,1606,310,3002,1863,2987,750,36,047,035301
3189,84052,992,790,11,16,116,191,3189,627,1946,0,546,992,808,184,2193,100,444,92,133,430,106,18,0,-666666666,39851,2494,1670,133,3184,1638,3183,420,36,047,035302
5366,50559,2845,1354,143,77,119,494,5366,5165,16,15,101,2845,1480,1365,4451,81,1046,67,413,975,1228,174,53,57845,78529,4688,2013,207,5366,2463,5366,748,36,047,035400
5515,75965,2080,2054,169,123,48,575,5515,850,3580,0,687,2080,1251,829,4047,406,957,195,389,544,263,16,0,48438,36281,4467,3208,336,5515,2563,5515,788,36,047,035500
2640,31525,1468,984,91,61,109,494,2640,2440,35,77,51,1468,807,661,2225,11,337,0,155,724,601,57,35,65208,51042,2373,961,59,2640,1059,2640,495,36,047,035601
6721,58372,3074,1790,114,102,191,775,6721,5662,80,335,244,3074,1867,1207,5203,49,995,78,400,1785,840,86,44,44492,44828,5699,2840,193,6721,3289,6721,1029,36,047,035602
2657,49288,1077,1022,37,22,151,332,2657,15,2006,0,372,1077,604,473,1664,37,529,120,143,141,123,0,0,47727,45781,2006,1272,154,2657,1041,2657,824,36,047,035701
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,035702
6665,66582,2382,2108,50,55,205,461,6665,394,4988,120,763,2382,1485,897,4532,167,1651,367,380,443,234,45,0,52896,42664,5419,3014,209,6656,2647,6656,1639,36,047,035900
2972,32071,1760,1429,144,93,173,496,2972,2482,11,121,88,1760,737,1023,2461,30,360,31,118,673,671,69,45,41321,36691,2624,1409,99,2972,1349,2972,938,36,047,036001
3777,25085,2179,2037,176,132,215,870,3777,3076,93,113,21,2179,1038,1141,3255,104,509,205,343,693,539,105,11,44500,37303,3548,1501,93,3772,1241,3772,1112,36,047,036002
2902,26250,1311,1155,95,19,18,410,2902,204,1674,4,925,1311,508,803,2204,176,376,127,64,234,54,12,11,-666666666,40150,2630,926,75,2902,1385,2887,917,36,047,036100
3343,52340,1409,1047,210,83,45,377,3343,1754,24,645,492,1409,927,482,2327,39,541,175,235,430,359,48,101,35518,30859,2552,1758,66,3343,1599,3310,993,36,047,036200
4909,45565,1954,1539,104,42,213,421,4909,0,3669,11,976,1954,1190,764,3444,58,859,140,314,626,359,0,0,45570,38679,3933,2588,303,4909,2369,4909,1340,36,047,036300
2298,59938,946,499,68,30,124,113,2298,1381,9,344,444,946,632,314,1740,66,349,159,167,443,247,137,0,47143,32404,1919,1149,188,2298,1093,2298,237,36,047,036400
3467,63864,1328,1240,68,64,30,282,3467,10,2569,144,645,1328,814,514,2409,20,740,129,145,643,187,0,0,48143,49983,2759,1494,19,3467,1668,3467,870,36,047,036501
2014,62740,603,538,7,0,11,195,2014,34,887,16,1043,603,348,255,949,30,264,69,71,56,0,0,11,30428,47064,1291,992,84,2013,1121,1992,408,36,047,036502
4369,48278,1359,1084,30,147,92,407,4369,1781,171,883,953,1359,805,554,2611,74,469,170,275,502,274,22,23,31706,34659,3383,1922,92,4145,2250,4145,1198,36,047,036600
1982,68438,699,369,17,38,52,165,1982,185,745,0,966,699,358,341,1534,54,310,20,94,251,34,9,0,36250,40568,1657,896,45,1982,1086,1982,481,36,047,036700
5310,39513,2504,2143,212,121,0,708,5310,747,2603,131,1487,2504,1061,1443,3811,202,1084,310,122,588,254,108,0,44802,37966,4627,2649,199,5296,2536,5296,1430,36,047,036900
4112,82500,1460,511,78,67,43,168,4112,2511,40,1064,326,1460,1035,425,2985,88,579,171,385,658,441,72,10,60980,47456,3516,1888,129,3987,1922,3958,539,36,047,037000
4723,91285,1699,1115,88,32,57,303,4723,530,3572,24,443,1699,1046,653,2918,24,919,91,230,606,428,24,23,55016,43228,3677,2650,194,4723,2375,4585,764,36,047,037100
5258,81220,1983,1542,176,181,79,312,5258,866,2952,251,792,1983,1084,899,3571,161,830,134,279,781,490,56,80,50759,52472,4199,2786,158,5258,2179,5253,1260,36,047,037300
4646,58560,1809,1241,79,23,182,379,4646,3331,149,665,413,1809,1176,633,3291,0,893,98,361,563,531,80,59,54572,33112,3537,1901,56,4646,2298,4646,750,36,047,037401
5449,62857,2186,1745,84,136,91,694,5449,3307,272,1097,708,2186,1401,785,3924,182,533,82,242,1155,715,123,34,41955,48512,4257,2375,188,5449,2504,5449,750,36,047,037402
3643,92955,1508,1235,147,105,131,224,3643,569,1800,206,1016,1508,525,983,2536,60,326,122,143,915,400,26,98,51063,58587,2967,2160,103,3640,1912,3631,675,36,047,037500
4893,66302,1819,1183,107,70,192,350,4893,1215,2752,98,674,1819,1096,723,3475,37,1015,172,258,941,409,142,15,49159,61896,3869,2480,108,4893,2090,4828,1066,36,047,037700
4834,59333,1712,1268,175,164,49,361,4834,302,3936,40,330,1712,1086,626,3524,166,1191,117,209,538,200,34,16,41307,34022,4097,2315,268,4834,2095,4784,1542,36,047,037900
5624,68790,2493,2209,142,142,147,559,5624,849,3206,75,1181,2493,1383,1110,3858,118,1332,79,151,568,673,7,27,43234,58657,4859,2967,168,5612,2652,5624,1032,36,047,038100
5261,24170,1931,1797,163,174,106,587,5261,381,2501,987,1173,1931,1399,532,3172,125,804,238,127,354,112,9,0,27765,26525,3922,1342,232,5257,2187,5257,2165,36,047,038200
5456,85254,2196,1428,246,32,0,441,5456,751,2959,88,1114,2196,1343,853,4197,123,1027,143,343,1101,492,55,119,60347,45286,4792,2914,127,5456,2677,5455,1352,36,047,038300
3895,96602,1560,1166,151,91,18,158,3895,1113,1699,114,427,1560,791,769,3077,18,559,93,132,1133,679,57,13,68281,53109,3501,2521,345,3895,1921,3895,430,36,047,038500
3102,74886,1019,638,43,29,96,182,3102,1250,19,1280,499,1019,858,161,2064,66,446,33,215,585,143,69,18,43250,28800,2411,1560,243,3093,1352,3102,505,36,047,038600
4830,79550,1981,1162,52,39,128,368,4830,830,2502,756,562,1981,1257,724,3357,127,692,230,208,1043,177,20,17,33790,48727,4077,2931,536,4827,2434,4827,1341,36,047,038700
4999,94612,1581,1028,89,46,60,291,4999,3848,266,77,554,1581,1154,427,3108,74,880,87,230,451,616,47,72,48000,-666666666,3532,2493,214,4999,2424,4953,812,36,047,038800
2829,95330,1430,996,146,48,179,201,2829,1258,199,102,1174,1430,487,943,2049,30,87,40,179,744,285,0,9,53917,53025,2535,1889,86,2829,1518,2800,534,36,047,038900
2672,79682,786,315,25,19,7,100,2672,2335,0,116,193,786,573,213,1505,71,393,11,120,263,159,36,5,75938,20071,1816,947,122,2672,1307,2672,335,36,047,039000
5243,101785,2457,2417,330,83,60,656,5243,1690,275,596,2566,2457,741,1716,4039,14,402,333,158,1685,641,274,5,69194,42284,4456,3398,153,5243,2683,5243,1160,36,047,039100
3441,56375,1182,841,36,85,76,322,3441,2500,344,54,534,1182,770,412,1945,185,318,0,214,425,284,41,58,46647,22003,2374,1496,134,3441,1802,3441,398,36,047,039200
3868,115435,1562,1309,49,48,101,344,3868,1102,774,292,1513,1562,515,1047,2985,74,591,10,142,1220,290,56,0,53484,59375,3445,2642,187,3868,2022,3868,560,36,047,039300
2076,40833,706,421,30,35,15,198,2076,1729,8,146,156,706,497,209,1154,19,510,14,125,207,28,0,17,45208,28214,1521,674,78,2076,1207,2076,753,36,047,039400
3845,82875,1887,1403,105,62,280,471,3845,1349,1092,99,1204,1887,560,1327,3298,55,292,70,261,851,413,48,0,61635,37212,3678,2873,197,3845,1624,3845,851,36,047,039500
1987,86500,662,382,37,0,43,132,1987,1559,137,0,214,662,458,204,1322,72,369,0,68,364,47,28,0,61630,55357,1586,889,20,1987,980,1987,337,36,047,039600
3316,85486,1461,1255,164,39,168,265,3316,909,1226,77,925,1461,844,617,2396,44,557,113,126,582,279,27,28,63214,51261,2847,2209,89,3316,1477,3244,436,36,047,039700
2855,87245,862,382,33,57,13,45,2855,780,0,1375,425,862,739,123,1904,75,530,20,143,195,229,31,0,36569,55592,2085,1417,112,2855,1373,2826,281,36,047,039800
4164,50592,1722,1336,97,83,46,389,4164,439,1302,190,2083,1722,723,999,2826,138,587,87,70,701,161,29,19,55071,32972,3466,2256,221,4164,1900,4145,1140,36,047,039900
2192,51307,783,380,40,34,13,167,2192,751,31,1183,112,783,506,277,1630,82,570,51,79,282,99,9,0,31607,31204,1717,1008,36,2192,881,2171,529,36,047,040000
3552,76250,1322,966,133,104,107,306,3552,855,1007,134,1377,1322,545,777,2662,86,671,38,229,564,295,13,23,49183,35441,3266,2243,259,3544,1667,3544,1100,36,047,040100
2570,70486,825,446,33,28,55,194,2570,497,0,1650,350,825,587,238,1786,66,404,64,91,406,111,0,6,48266,-666666666,2117,1279,120,2570,1390,2570,630,36,047,040200
4086,90773,1435,955,94,122,3,247,4086,961,1941,129,938,1435,750,685,3087,57,700,28,341,775,305,26,81,49938,43257,3582,2547,268,4082,1787,4066,995,36,047,040300
2615,100833,848,455,33,17,51,101,2615,810,46,1346,314,848,726,122,1698,70,374,76,88,456,195,22,39,49081,38558,2052,1408,122,2615,1316,2615,304,36,047,040400
1403,70091,651,531,20,103,109,146,1403,260,484,36,559,651,238,413,1080,31,248,41,95,214,59,19,11,36302,38831,1242,924,47,1391,754,1403,133,36,047,040500
3924,77763,1074,733,26,35,44,244,3924,1298,59,1887,492,1074,885,189,2565,157,760,55,48,555,226,27,30,49418,28169,3180,2100,230,3924,1661,3901,574,36,047,040600
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,040700
3724,92739,1114,515,23,12,57,258,3724,1076,87,1820,647,1114,897,217,2588,71,724,71,102,549,70,0,9,50588,37500,2847,1824,146,3724,1730,3724,965,36,047,040800
3858,66864,1359,1188,156,110,63,413,3858,802,405,139,2186,1359,997,362,2774,41,387,232,145,699,163,61,0,37442,35190,3092,2195,97,3858,1882,3858,762,36,047,040900
1650,75288,627,275,0,5,35,78,1650,1007,13,521,109,627,368,259,1202,111,347,82,30,215,146,23,0,77407,30927,1305,764,97,1650,822,1650,124,36,047,041000
3001,80169,1050,725,146,11,118,293,3001,744,602,153,1132,1050,664,386,2019,46,464,27,81,494,198,0,0,48006,22321,2522,1858,136,3001,1239,3001,562,36,047,041100
3164,98056,958,510,7,18,40,150,3164,1654,0,1228,183,958,691,267,2074,75,533,50,195,204,263,17,24,52361,31556,2400,1307,44,3164,1500,3164,627,36,047,041200
3620,107131,1389,945,263,41,23,190,3620,760,1092,145,1455,1389,514,875,2716,87,456,152,182,847,183,0,0,38402,37746,3320,2542,122,3620,1714,3620,622,36,047,041300
1182,58750,450,227,0,0,16,128,1182,864,59,16,189,450,305,145,789,10,189,25,84,197,73,5,7,42303,46328,864,450,61,1182,565,1182,370,36,047,041401
2111,56579,740,538,31,19,53,261,2111,1322,89,245,231,740,541,199,1398,55,326,11,186,317,95,10,0,47784,24286,1559,811,88,2111,971,2080,517,36,047,041402
4291,94470,1638,1220,254,61,28,128,4291,654,1628,83,1684,1638,963,675,3279,58,732,265,168,799,360,76,0,48750,45189,3688,2811,128,4291,1969,4291,607,36,047,041500
2105,67679,720,483,14,102,4,145,2105,1248,32,93,342,720,543,177,1329,52,348,0,83,364,171,5,0,41406,35750,1547,814,31,2105,978,2105,296,36,047,041600
3390,33981,1376,1168,54,114,20,293,3390,202,781,166,2166,1376,775,601,2307,41,316,87,146,308,103,0,0,28372,32969,2842,1580,107,3390,1587,3390,986,36,047,041700
2790,60833,862,626,62,0,44,160,2790,2321,6,229,132,862,584,278,1340,45,320,28,44,252,166,37,47,52697,44554,1714,816,27,2790,1478,2728,460,36,047,041800
3417,65046,1229,1082,60,62,43,384,3417,604,526,356,1911,1229,647,582,2297,46,526,65,205,377,180,19,16,56765,47452,2996,1602,141,3417,1131,3417,1268,36,047,041900
1727,85332,457,233,0,14,66,76,1727,1413,16,40,208,457,383,74,882,6,224,34,21,202,115,7,6,47000,21080,1180,689,44,1727,877,1721,272,36,047,042000
4089,92635,1788,1428,104,89,108,428,4089,999,385,460,2017,1788,800,988,3154,52,479,80,215,998,525,39,19,49352,48477,3681,2745,340,4089,2180,4089,794,36,047,042100
3102,68684,1020,650,73,19,45,316,3102,1645,42,254,762,1020,737,283,1728,18,417,19,0,444,111,81,0,37446,34952,2309,1591,135,3102,1695,3020,741,36,047,042200
4331,113750,1511,1359,101,28,73,403,4331,1514,273,310,2154,1511,629,882,3243,111,583,41,96,985,397,90,21,62868,48750,3864,2823,184,4112,1914,4112,443,36,047,042300
3403,70585,1266,900,139,15,64,228,3403,1288,105,1644,337,1266,807,459,2482,106,492,46,196,503,181,11,47,56304,35761,2739,1577,78,3401,1574,3401,547,36,047,042400
2913,90392,1074,942,152,156,27,179,2913,807,227,28,1835,1074,376,698,1820,77,219,157,59,594,292,25,10,47642,38667,2435,1776,196,2903,1677,2902,673,36,047,042500
4410,62219,1512,932,59,140,45,329,4410,1718,33,1537,1006,1512,948,564,2997,131,788,63,134,680,348,33,69,41152,24221,3259,2172,252,4410,2155,4316,950,36,047,042600
4215,84779,1817,1706,210,209,205,221,4215,1754,259,184,1648,1817,734,1083,3292,45,607,85,144,1123,440,19,9,54904,40741,3788,3199,380,4215,2558,4215,450,36,047,042700
3852,85625,1376,892,115,16,74,241,3852,1813,77,1202,339,1376,1002,374,2701,172,442,55,73,732,381,58,35,51250,38405,2941,1913,96,3852,1908,3852,216,36,047,042800
5074,66250,1966,1902,419,47,151,651,5074,1003,240,301,3096,1966,861,1105,3626,253,509,145,158,948,302,0,0,41307,32348,4277,3027,282,5074,2355,5074,1232,36,047,042900
3668,57487,1387,1117,58,40,202,283,3668,1625,5,1116,670,1387,1086,301,2671,180,634,52,206,604,274,39,38,34978,32010,3055,1951,112,3668,1930,3668,480,36,047,043000
4023,89548,1747,1677,112,160,324,420,4023,1569,389,294,1596,1747,641,1106,3166,147,98,123,223,1561,324,37,0,42077,45612,3662,2981,170,4023,1920,4023,316,36,047,043100
4098,88088,1422,969,105,6,63,279,4098,1421,38,1837,619,1422,1066,356,3041,39,602,94,326,639,188,59,6,47802,46734,3400,2480,212,4098,2024,4098,628,36,047,043200
3621,44975,1299,1201,34,34,171,310,3621,238,899,210,1960,1299,789,510,2626,96,740,158,48,492,182,20,0,35704,43550,2934,1623,344,3621,1738,3621,1468,36,047,043300
4061,68333,1278,893,31,17,36,298,4061,1719,0,1374,564,1278,1074,204,2672,36,497,72,255,640,313,52,9,43750,37917,2942,1620,118,4061,1878,4061,1248,36,047,043400
4971,86367,1764,1409,78,32,245,499,4971,635,573,401,3118,1764,1153,611,3450,151,683,170,118,898,220,62,0,55691,38859,4011,2787,89,4971,2352,4971,1396,36,047,043500
4591,79464,1863,1263,64,365,121,196,4591,1739,88,1713,848,1863,1434,429,3417,87,411,82,259,588,575,10,0,53925,20779,3784,2552,119,4591,2191,4591,894,36,047,043600
5228,62054,1983,1782,142,108,251,497,5228,823,651,96,3347,1983,1120,863,3613,62,458,120,433,835,317,183,20,37295,31688,4526,3410,298,5228,3015,5138,987,36,047,043700
2383,74808,864,676,29,77,59,212,2383,1484,60,251,350,864,611,253,1528,89,385,18,129,324,163,34,0,36750,36969,1766,1134,46,2383,1173,2383,425,36,047,043800
4045,91742,1083,666,67,81,63,131,4045,335,675,508,2512,1083,643,440,2796,178,609,230,126,726,100,31,1,53322,34186,3418,2287,274,4045,1868,4045,687,36,047,043900
2646,89831,809,553,110,31,38,109,2646,1952,8,207,453,809,586,223,1518,55,334,47,119,311,129,29,25,59901,36167,1878,1067,81,2646,1356,2646,442,36,047,044000
4884,66866,1894,1731,90,89,148,588,4884,1034,269,234,3308,1894,882,1012,3494,213,358,126,185,919,171,98,0,34048,36035,4111,2764,129,4877,2744,4825,1325,36,047,044100
2379,72857,852,424,71,0,25,108,2379,2266,12,16,51,852,507,345,1477,45,300,47,78,332,237,71,0,71038,48716,1813,933,82,2379,1165,2379,449,36,047,044200
4272,91908,1939,1607,180,182,72,341,4272,1672,139,260,2043,1939,691,1248,3307,97,335,80,220,1235,366,36,54,68458,43654,3818,3108,214,4272,1992,4272,568,36,047,044300
3084,71929,1064,759,0,83,46,199,3084,2479,37,108,447,1064,772,292,2008,94,337,39,189,341,292,58,0,45417,26971,2411,1541,165,3084,1559,3084,731,36,047,044400
3956,85741,1641,1303,54,133,115,385,3956,1017,80,493,2251,1641,789,852,2995,160,342,149,202,878,326,38,38,58903,47729,3348,2272,217,3956,1900,3956,763,36,047,044500
2034,65037,607,359,81,29,9,103,2034,643,21,818,412,607,500,107,1260,75,265,41,121,190,134,6,0,40729,30156,1461,936,98,2034,1095,2034,207,36,047,044600
2470,90774,949,887,203,5,70,193,2470,1073,324,62,866,949,297,652,2042,66,363,162,73,527,262,21,0,64219,40927,2375,1285,142,2470,1157,2463,842,36,047,044700
1787,86932,745,300,11,11,46,77,1787,1492,7,178,87,745,412,333,1211,31,128,6,81,365,279,22,14,-666666666,38250,1395,718,19,1787,884,1787,171,36,047,044800
2567,61451,1017,1008,50,94,115,166,2567,381,1394,101,606,1017,538,479,1681,72,292,213,82,417,35,0,7,68198,28086,2124,1420,227,2567,1323,2567,687,36,047,044901
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,047,044902
863,88558,235,105,0,0,68,11,863,654,9,45,109,235,199,36,492,31,149,27,18,105,16,68,0,-666666666,39792,573,285,42,863,389,863,308,36,047,045000
2640,74236,868,474,54,31,62,160,2640,2109,64,97,85,868,632,236,1414,12,433,31,110,392,180,23,23,63125,51467,1745,1056,11,2640,1421,2630,212,36,047,045200
1938,66856,673,673,53,38,36,226,1938,556,500,76,591,673,157,516,1696,39,201,80,33,371,140,101,0,25329,50313,1913,1232,189,1938,1239,1938,889,36,047,045300
